ID,Latitude,Longitude,HillslopeSetting,ImagerySource
LS007002,34.482731,-119.763496,-9999,CALOES
LS007003,34.482540,-119.763664,-9999,CALOES
LS007004,34.482712,-119.763000,-9999,CALOES
LS007005,34.482849,-119.762772,Modified,CALOES
LS007006,34.481712,-119.765457,Modified,CALOES
LS007007,34.481644,-119.765450,Modified,CALOES
LS007008,34.481415,-119.765572,Modified,CALOES
LS007009,34.482857,-119.765129,Modified,CALOES
LS007010,34.482368,-119.764320,Modified,CALOES
LS007011,34.482334,-119.764252,Modified,CALOES
LS007012,34.482338,-119.764137,Modified,CALOES
LS007013,34.482422,-119.764069,Modified,CALOES
LS007014,34.482563,-119.764038,Modified,CALOES
LS007015,34.482647,-119.763916,Modified,CALOES
LS007016,34.482731,-119.763771,Modified,CALOES
LS007017,34.482815,-119.762657,Modified,CALOES
LS007018,34.482742,-119.762360,Modified,CALOES
LS007019,34.482727,-119.762253,Modified,CALOES
LS007020,34.482681,-119.762169,Modified,CALOES
LS007021,34.489380,-119.765297,Unmodified,CALOES
LS007022,34.489502,-119.765701,Unmodified,CALOES
LS007023,34.489471,-119.765137,Unmodified,CALOES
LS007024,34.489002,-119.765968,Unmodified,CALOES
LS007025,34.489788,-119.764236,Unmodified,CALOES
LS007026,34.487885,-119.766197,Unmodified,CALOES
LS007027,34.487595,-119.767487,Unmodified,CALOES
LS007028,34.487934,-119.767242,Unmodified,CALOES
LS007029,34.488934,-119.768822,Unmodified,CALOES
LS007030,34.487778,-119.764404,Unmodified,CALOES
LS007031,34.487366,-119.763596,Unmodified,CALOES
LS007032,34.486034,-119.769432,Unmodified,CALOES
LS007033,34.484863,-119.768684,Unmodified,CALOES
LS007034,34.484947,-119.767548,Unmodified,CALOES
LS007035,34.483742,-119.768105,Unmodified,CALOES
LS007036,34.482567,-119.769257,Unmodified,CALOES
LS007037,34.482647,-119.768127,Unmodified,CALOES
LS007038,34.482193,-119.766518,Unmodified,CALOES
LS007039,34.482628,-119.769417,Unmodified,CALOES
LS007040,34.481281,-119.771065,Unmodified,CALOES
LS007041,34.481354,-119.770935,Unmodified,CALOES
LS007042,34.481647,-119.769234,Unmodified,CALOES
LS007043,34.481396,-119.764397,Unmodified,CALOES
LS007044,34.481243,-119.764267,Unmodified,CALOES
LS007045,34.481731,-119.761902,Unmodified,CALOES
LS007046,34.481918,-119.761726,Unmodified,CALOES
LS007047,34.482010,-119.761658,Unmodified,CALOES
LS007048,34.481758,-119.763680,Unmodified,CALOES
LS007049,34.489658,-119.762634,Unmodified,CALOES
LS007050,34.481087,-119.769241,Unmodified,CALOES
LS007051,34.480206,-119.765633,Modified,CALOES
LS007052,34.480301,-119.764984,Unmodified,CALOES
LS007053,34.480659,-119.763245,Unmodified,CALOES
LS007054,34.480354,-119.762764,Unmodified,CALOES
LS007055,34.480637,-119.764374,Unmodified,CALOES
LS007056,34.480492,-119.764191,Unmodified,CALOES
LS007057,34.480434,-119.764679,Unmodified,CALOES
LS007058,34.480484,-119.764915,Unmodified,CALOES
LS007059,34.479919,-119.764320,Unmodified,CALOES
LS007060,34.480663,-119.765091,Unmodified,CALOES
LS007061,34.480804,-119.765053,Unmodified,CALOES
LS007062,34.480888,-119.764969,Unmodified,CALOES
LS007063,34.480888,-119.764893,-9999,CALOES
LS007064,34.480972,-119.764847,-9999,CALOES
LS007065,34.480999,-119.764786,-9999,CALOES
LS007066,34.480068,-119.763733,Unmodified,CALOES
LS007067,34.480011,-119.763542,Unmodified,CALOES
LS007068,34.480110,-119.763840,Unmodified,CALOES
LS007069,34.479889,-119.763077,Unmodified,CALOES
LS007070,34.479942,-119.763062,Unmodified,CALOES
LS007071,34.480106,-119.762383,Unmodified,CALOES
LS007072,34.479588,-119.763702,Unmodified,CALOES
LS007073,34.480671,-119.763107,Unmodified,CALOES
LS007074,34.480762,-119.762810,Unmodified,CALOES
LS007075,34.480892,-119.762939,Unmodified,CALOES
LS007076,34.480438,-119.762657,Unmodified,CALOES
LS007077,34.480709,-119.762543,Unmodified,CALOES
LS007078,34.481033,-119.762764,Unmodified,CALOES
LS007079,34.481083,-119.762764,Unmodified,CALOES
LS007080,34.481152,-119.762825,Unmodified,CALOES
LS007081,34.480896,-119.765228,Modified,CALOES
LS007082,34.481018,-119.765976,Modified,CALOES
LS007083,34.481075,-119.765533,Modified,CALOES
LS007084,34.479897,-119.765419,Unmodified,CALOES
LS007085,34.479076,-119.769554,Modified,CALOES
LS007086,34.479038,-119.769478,Modified,CALOES
LS007087,34.478970,-119.769310,Modified,CALOES
LS007088,34.478779,-119.768875,Modified,CALOES
LS007089,34.478596,-119.768814,Modified,CALOES
LS007090,34.478653,-119.766289,Unmodified,CALOES
LS007091,34.479240,-119.764900,Unmodified,CALOES
LS007092,34.479156,-119.764824,Unmodified,CALOES
LS007093,34.479359,-119.764313,Unmodified,CALOES
LS007094,34.479431,-119.764252,Unmodified,CALOES
LS007095,34.479256,-119.763618,Unmodified,CALOES
LS007096,34.479511,-119.763481,Unmodified,CALOES
LS007097,34.479214,-119.763908,Unmodified,CALOES
LS007098,34.479351,-119.764832,Unmodified,CALOES
LS007099,34.479328,-119.762657,Unmodified,CALOES
LS007100,34.479053,-119.762360,Unmodified,CALOES
LS007101,34.479141,-119.762825,Unmodified,CALOES
LS007102,34.478630,-119.764397,Unmodified,CALOES
LS007103,34.478405,-119.763748,Unmodified,CALOES
LS007104,34.478432,-119.764389,Unmodified,CALOES
LS007105,34.478367,-119.763237,Unmodified,CALOES
LS007106,34.478291,-119.763374,Unmodified,CALOES
LS007107,34.477497,-119.763969,Unmodified,CALOES
LS007108,34.477280,-119.764565,Unmodified,CALOES
LS007109,34.475040,-119.767761,Modified,CALOES
LS007110,34.473381,-119.768646,Modified,CALOES
LS007111,34.474236,-119.768074,Modified,CALOES
LS007112,34.474178,-119.767860,Modified,CALOES
LS007113,34.480190,-119.766464,Modified,CALOES
LS007114,34.480129,-119.766502,Modified,CALOES
LS007115,34.480080,-119.766548,Modified,CALOES
LS007116,34.479977,-119.766602,Modified,CALOES
LS007117,34.479778,-119.766579,Modified,CALOES
LS007118,34.479221,-119.769348,Unmodified,CALOES
LS007119,34.479225,-119.769234,Unmodified,CALOES
LS007120,34.479259,-119.768997,Unmodified,CALOES
LS007121,34.479198,-119.768845,Unmodified,CALOES
LS007122,34.477715,-119.767410,-9999,CALOES
LS007123,34.477577,-119.767876,Unmodified,CALOES
LS007124,34.477547,-119.767395,-9999,CALOES
LS007125,34.477440,-119.767441,-9999,CALOES
LS007126,34.477379,-119.767433,-9999,CALOES
LS007127,34.477325,-119.767433,-9999,CALOES
LS007128,34.477245,-119.767517,-9999,CALOES
LS007129,34.477249,-119.768021,Unmodified,CALOES
LS007130,34.477352,-119.766418,Unmodified,CALOES
LS007131,34.477100,-119.766220,Unmodified,CALOES
LS007132,34.476841,-119.764908,Unmodified,CALOES
LS007133,34.476803,-119.762764,Unmodified,CALOES
LS007134,34.474697,-119.765656,Modified,CALOES
LS007135,34.474964,-119.765678,Modified,CALOES
LS007136,34.474194,-119.766914,Modified,CALOES
LS007137,34.474316,-119.766884,Modified,CALOES
LS007138,34.474731,-119.765350,Modified,CALOES
LS007139,34.473282,-119.764046,Modified,CALOES
LS007140,34.473495,-119.763885,Modified,CALOES
LS007141,34.473286,-119.763306,Modified,CALOES
LS007142,34.473598,-119.763412,Modified,CALOES
LS007143,34.473408,-119.763634,Modified,CALOES
LS007144,34.473167,-119.764519,Modified,CALOES
LS007145,34.472195,-119.770973,Modified,CALOES
LS007146,34.472275,-119.770927,Modified,CALOES
LS007147,34.472363,-119.770813,Modified,CALOES
LS007148,34.472404,-119.770775,Modified,CALOES
LS007149,34.472439,-119.770699,Modified,CALOES
LS007150,34.472546,-119.770493,Modified,CALOES
LS007151,34.473614,-119.769775,Modified,CALOES
LS007152,34.473858,-119.769730,Modified,CALOES
LS007153,34.476517,-119.769798,Modified,CALOES
LS007154,34.475700,-119.771591,Modified,CALOES
LS007155,34.475838,-119.771255,Modified,CALOES
LS007156,34.475929,-119.770958,Modified,CALOES
LS007157,34.475960,-119.770767,Modified,CALOES
LS007158,34.475971,-119.770523,Modified,CALOES
LS007159,34.476051,-119.770256,Modified,CALOES
LS007160,34.476051,-119.770142,Modified,CALOES
LS007161,34.476101,-119.769920,Modified,CALOES
LS007162,34.476479,-119.767464,Modified,CALOES
LS007163,34.479488,-119.767067,Modified,CALOES
LS007164,34.478172,-119.767456,Unmodified,CALOES
LS007165,34.478172,-119.767349,Unmodified,CALOES
LS007166,34.474041,-119.766106,-9999,CALOES
LS007167,34.473309,-119.762161,-9999,CALOES
LS007168,34.473545,-119.762001,-9999,CALOES
LS007169,34.472374,-119.767616,Unmodified,CALOES
LS007170,34.472397,-119.767853,Unmodified,CALOES
LS007171,34.474693,-119.772667,Modified,CALOES
LS007172,34.474850,-119.772499,Modified,CALOES
LS007173,34.473614,-119.773735,Modified,CALOES
LS007174,34.473473,-119.773872,Modified,CALOES
LS007175,34.471592,-119.771187,Modified,CALOES
LS007176,34.471302,-119.771187,Modified,CALOES
LS007177,34.471294,-119.771111,Modified,CALOES
LS007178,34.471352,-119.765503,Modified,CALOES
LS007179,34.470757,-119.763153,Modified,CALOES
LS007180,34.469479,-119.764519,Modified,CALOES
LS007181,34.469547,-119.764320,Modified,CALOES
LS007182,34.469498,-119.763824,Modified,CALOES
LS007183,34.469368,-119.762917,Modified,CALOES
LS007184,34.470097,-119.759857,Modified,CALOES
LS007185,34.469887,-119.759880,Modified,CALOES
LS007186,34.469780,-119.759499,Modified,CALOES
LS007187,34.465778,-119.763046,Modified,CALOES
LS007188,34.465584,-119.762909,Modified,CALOES
LS007189,34.465721,-119.762093,Modified,CALOES
LS007190,34.466076,-119.762260,Modified,CALOES
LS007191,34.465210,-119.762306,Modified,CALOES
LS007192,34.465134,-119.762444,Modified,CALOES
LS007193,34.465214,-119.762451,Modified,CALOES
LS007194,34.464565,-119.764519,Modified,CALOES
LS007195,34.464512,-119.764915,Modified,CALOES
LS007196,34.464512,-119.764992,Modified,CALOES
LS007197,34.464539,-119.765045,Modified,CALOES
LS007198,34.464600,-119.764465,Modified,CALOES
LS007199,34.464485,-119.764503,Modified,CALOES
LS007200,34.464424,-119.764099,Modified,CALOES
LS007201,34.471684,-119.769150,-9999,CALOES
LS007202,34.471699,-119.769051,-9999,CALOES
LS007203,34.471592,-119.769058,-9999,CALOES
LS007204,34.469292,-119.763161,Modified,CALOES
LS007205,34.468987,-119.762939,Modified,CALOES
LS007206,34.468239,-119.765350,Modified,CALOES
LS007207,34.468430,-119.764763,Modified,CALOES
LS007208,34.467777,-119.761787,Modified,CALOES
LS007209,34.466930,-119.763138,Modified,CALOES
LS007210,34.459206,-119.762665,Modified,CAP
LS007211,34.510426,-119.752640,Modified,CALOES
LS007212,34.506733,-119.762497,Modified,CALOES
LS007213,34.507034,-119.762650,Modified,CALOES
LS007214,34.503822,-119.756065,-9999,CALOES
LS007215,34.501740,-119.758034,Unmodified,CALOES
LS007216,34.501812,-119.757889,Unmodified,CALOES
LS007217,34.502445,-119.756859,Unmodified,CALOES
LS007218,34.501648,-119.757675,Unmodified,CALOES
LS007219,34.502419,-119.761154,Unmodified,CALOES
LS007220,34.501518,-119.762428,Unmodified,CALOES
LS007221,34.501617,-119.762329,Unmodified,CALOES
LS007222,34.501785,-119.760452,Unmodified,CALOES
LS007223,34.503849,-119.755692,-9999,CALOES
LS007224,34.500107,-119.758415,Unmodified,CALOES
LS007225,34.498627,-119.762367,Unmodified,CALOES
LS007226,34.498478,-119.762276,Unmodified,CALOES
LS007227,34.498451,-119.761963,Unmodified,CALOES
LS007228,34.498314,-119.761902,Unmodified,CALOES
LS007229,34.498657,-119.761299,Unmodified,CALOES
LS007230,34.498169,-119.761551,Unmodified,CALOES
LS007231,34.498611,-119.759933,Unmodified,CALOES
LS007232,34.495392,-119.761559,Unmodified,CALOES
LS007233,34.495239,-119.761436,Unmodified,CALOES
LS007234,34.495518,-119.760590,Unmodified,CALOES
LS007235,34.495213,-119.760696,Unmodified,CALOES
LS007236,34.494987,-119.761948,Unmodified,CALOES
LS007237,34.495010,-119.761200,Unmodified,CALOES
LS007238,34.495098,-119.761093,Unmodified,CALOES
LS007239,34.493961,-119.762459,Unmodified,CALOES
LS007240,34.494034,-119.762062,Unmodified,CALOES
LS007241,34.494392,-119.760803,Unmodified,CALOES
LS007242,34.494556,-119.760628,Unmodified,CALOES
LS007243,34.495392,-119.758469,Unmodified,CALOES
LS007244,34.495438,-119.757751,Unmodified,CALOES
LS007245,34.495510,-119.757431,Unmodified,CALOES
LS007246,34.495480,-119.757393,Unmodified,CALOES
LS007247,34.495407,-119.757271,Unmodified,CALOES
LS007248,34.495384,-119.757225,Unmodified,CALOES
LS007249,34.495384,-119.756996,Unmodified,CALOES
LS007250,34.495548,-119.757889,Unmodified,CALOES
LS007251,34.493134,-119.761719,Unmodified,CALOES
LS007252,34.493690,-119.756424,Unmodified,CALOES
LS007253,34.493919,-119.756378,Unmodified,CALOES
LS007254,34.493938,-119.756310,Unmodified,CALOES
LS007255,34.493839,-119.755859,Unmodified,CALOES
LS007256,34.493607,-119.755615,Unmodified,CALOES
LS007257,34.492012,-119.751907,Unmodified,CALOES
LS007258,34.492054,-119.751892,Unmodified,CALOES
LS007259,34.492355,-119.751923,Unmodified,CALOES
LS007260,34.492474,-119.752388,Unmodified,CALOES
LS007261,34.492588,-119.752693,Unmodified,CALOES
LS007262,34.492168,-119.752380,Unmodified,CALOES
LS007263,34.492306,-119.752838,Unmodified,CALOES
LS007264,34.492237,-119.752975,Unmodified,CALOES
LS007265,34.492329,-119.753181,Unmodified,CALOES
LS007266,34.491989,-119.753548,Unmodified,CALOES
LS007267,34.491783,-119.753075,Unmodified,CALOES
LS007268,34.490952,-119.752693,Unmodified,CALOES
LS007269,34.491299,-119.753754,Unmodified,CALOES
LS007270,34.491394,-119.753609,Unmodified,CALOES
LS007271,34.491154,-119.753616,Unmodified,CALOES
LS007272,34.490978,-119.753273,Unmodified,CALOES
LS007273,34.490814,-119.754021,Unmodified,CALOES
LS007274,34.491062,-119.754211,Unmodified,CALOES
LS007275,34.491722,-119.754616,Unmodified,CALOES
LS007276,34.492714,-119.755676,Unmodified,CALOES
LS007277,34.492378,-119.755539,Unmodified,CALOES
LS007278,34.492207,-119.756332,Unmodified,CALOES
LS007279,34.491199,-119.756470,Unmodified,CALOES
LS007280,34.491795,-119.756523,Unmodified,CALOES
LS007281,34.491695,-119.756393,Unmodified,CALOES
LS007282,34.491093,-119.755814,Unmodified,CALOES
LS007283,34.491589,-119.755653,Unmodified,CALOES
LS007284,34.491169,-119.756927,Unmodified,CALOES
LS007285,34.491253,-119.756973,Unmodified,CALOES
LS007286,34.491436,-119.757126,Unmodified,CALOES
LS007287,34.491344,-119.757248,Unmodified,CALOES
LS007288,34.490696,-119.758255,Unmodified,CALOES
LS007289,34.491219,-119.757271,Unmodified,CALOES
LS007290,34.491341,-119.757561,Unmodified,CALOES
LS007291,34.491058,-119.758163,Unmodified,CALOES
LS007292,34.490948,-119.757950,Unmodified,CALOES
LS007293,34.490929,-119.758759,Unmodified,CALOES
LS007294,34.491188,-119.758720,Unmodified,CALOES
LS007295,34.491554,-119.758316,Unmodified,CALOES
LS007296,34.491657,-119.758278,Unmodified,CALOES
LS007297,34.491726,-119.758263,Unmodified,CALOES
LS007298,34.492111,-119.757896,Unmodified,CALOES
LS007299,34.492126,-119.758057,Unmodified,CALOES
LS007300,34.492252,-119.757774,Unmodified,CALOES
LS007301,34.492344,-119.757736,Unmodified,CALOES
LS007302,34.492630,-119.757721,Unmodified,CALOES
LS007303,34.492630,-119.757904,Unmodified,CALOES
LS007304,34.492615,-119.758064,Unmodified,CALOES
LS007305,34.492329,-119.758469,Unmodified,CALOES
LS007306,34.492203,-119.758553,Unmodified,CALOES
LS007307,34.492069,-119.758598,Unmodified,CALOES
LS007308,34.491970,-119.759178,Unmodified,CALOES
LS007309,34.491428,-119.759544,Unmodified,CALOES
LS007310,34.491127,-119.760307,Unmodified,CALOES
LS007311,34.490871,-119.760391,Unmodified,CALOES
LS007312,34.490696,-119.760658,Unmodified,CALOES
LS007313,34.491257,-119.760254,Unmodified,CALOES
LS007314,34.490471,-119.762131,Unmodified,CALOES
LS007315,34.490459,-119.761948,Unmodified,CALOES
LS007316,34.490681,-119.753670,Unmodified,CALOES
LS007317,34.489689,-119.761253,Unmodified,CALOES
LS007318,34.489914,-119.761002,Unmodified,CALOES
LS007319,34.490067,-119.760704,Unmodified,CALOES
LS007320,34.490177,-119.760513,Unmodified,CALOES
LS007321,34.490433,-119.759888,Unmodified,CALOES
LS007322,34.490238,-119.758095,Unmodified,CALOES
LS007323,34.490128,-119.757919,Unmodified,CALOES
LS007324,34.489769,-119.757919,Unmodified,CALOES
LS007325,34.489681,-119.756714,Unmodified,CALOES
LS007326,34.490105,-119.756393,Unmodified,CALOES
LS007327,34.490360,-119.754875,Unmodified,CALOES
LS007328,34.490124,-119.754860,Unmodified,CALOES
LS007329,34.489983,-119.755241,Unmodified,CALOES
LS007330,34.490021,-119.755524,Unmodified,CALOES
LS007331,34.489754,-119.755531,Unmodified,CALOES
LS007332,34.489727,-119.755226,Unmodified,CALOES
LS007333,34.489864,-119.755020,Unmodified,CALOES
LS007334,34.489845,-119.754913,Unmodified,CALOES
LS007335,34.489475,-119.754593,Unmodified,CALOES
LS007336,34.489380,-119.754440,Unmodified,CALOES
LS007337,34.490421,-119.752892,Unmodified,CALOES
LS007338,34.490025,-119.752403,Unmodified,CALOES
LS007339,34.489956,-119.752327,Unmodified,CALOES
LS007340,34.490002,-119.753639,Unmodified,CALOES
LS007341,34.490040,-119.753883,Unmodified,CALOES
LS007342,34.489887,-119.753983,Unmodified,CALOES
LS007343,34.489658,-119.753891,Unmodified,CALOES
LS007344,34.489349,-119.754219,Unmodified,CALOES
LS007345,34.489155,-119.754364,Unmodified,CALOES
LS007346,34.488888,-119.754471,Unmodified,CALOES
LS007347,34.488697,-119.754555,Unmodified,CALOES
LS007348,34.488533,-119.754395,Unmodified,CALOES
LS007349,34.488625,-119.752884,Unmodified,CALOES
LS007350,34.489479,-119.752884,Unmodified,CALOES
LS007351,34.489223,-119.752335,Unmodified,CALOES
LS007352,34.489269,-119.752281,Unmodified,CALOES
LS007353,34.488804,-119.753654,Unmodified,CALOES
LS007354,34.488503,-119.753479,Unmodified,CALOES
LS007355,34.489216,-119.752937,Unmodified,CALOES
LS007356,34.489700,-119.754730,Unmodified,CALOES
LS007357,34.490135,-119.752716,Unmodified,CALOES
LS007358,34.488262,-119.754257,Unmodified,CALOES
LS007359,34.488209,-119.754349,Unmodified,CALOES
LS007360,34.488064,-119.754532,Unmodified,CALOES
LS007361,34.487862,-119.754745,Unmodified,CALOES
LS007362,34.487354,-119.754517,Unmodified,CALOES
LS007363,34.487305,-119.753471,Unmodified,CALOES
LS007364,34.487110,-119.753410,Unmodified,CALOES
LS007365,34.487045,-119.753197,Unmodified,CALOES
LS007366,34.487385,-119.755814,Unmodified,CALOES
LS007367,34.487377,-119.756172,Unmodified,CALOES
LS007368,34.487358,-119.756439,Unmodified,CALOES
LS007369,34.488869,-119.757996,Unmodified,CALOES
LS007370,34.488140,-119.757698,Unmodified,CALOES
LS007371,34.488041,-119.757759,Unmodified,CALOES
LS007372,34.488243,-119.758423,Unmodified,CALOES
LS007373,34.488239,-119.758919,Unmodified,CALOES
LS007374,34.487930,-119.759453,Unmodified,CALOES
LS007375,34.487438,-119.758385,Unmodified,CALOES
LS007376,34.487923,-119.759995,Unmodified,CALOES
LS007377,34.486191,-119.755852,Unmodified,CALOES
LS007378,34.486557,-119.756325,Unmodified,CALOES
LS007379,34.486675,-119.754684,Unmodified,CALOES
LS007380,34.486134,-119.754471,Unmodified,CALOES
LS007381,34.486526,-119.754219,Unmodified,CALOES
LS007382,34.486549,-119.754074,Unmodified,CALOES
LS007383,34.486149,-119.754013,Unmodified,CALOES
LS007384,34.486191,-119.753517,Unmodified,CALOES
LS007385,34.486259,-119.753632,Unmodified,CALOES
LS007386,34.486027,-119.752831,Unmodified,CALOES
LS007387,34.486504,-119.752968,Unmodified,CALOES
LS007388,34.486774,-119.754150,Unmodified,CALOES
LS007389,34.486839,-119.753822,Unmodified,CALOES
LS007390,34.485775,-119.753944,Unmodified,CALOES
LS007391,34.485622,-119.754051,Unmodified,CALOES
LS007392,34.485973,-119.754898,Unmodified,CALOES
LS007393,34.485085,-119.755089,Unmodified,CALOES
LS007394,34.485302,-119.759407,Unmodified,CALOES
LS007395,34.484390,-119.758194,Unmodified,CALOES
LS007396,34.484108,-119.758705,Unmodified,CALOES
LS007397,34.484219,-119.761848,Unmodified,CALOES
LS007398,34.484730,-119.761017,Unmodified,CALOES
LS007399,34.484383,-119.761528,Unmodified,CALOES
LS007400,34.483250,-119.762146,Unmodified,CALOES
LS007401,34.483528,-119.760475,Modified,CALOES
LS007402,34.483250,-119.760117,Modified,CALOES
LS007403,34.483521,-119.759834,Modified,CALOES
LS007404,34.483543,-119.759712,Modified,CALOES
LS007405,34.483501,-119.759468,Modified,CALOES
LS007406,34.483307,-119.759987,Modified,CALOES
LS007407,34.483116,-119.760704,Modified,CALOES
LS007408,34.483475,-119.761086,Unmodified,CALOES
LS007409,34.482880,-119.759338,Modified,CALOES
LS007410,34.482979,-119.759285,Modified,CALOES
LS007411,34.483173,-119.758583,Unmodified,CALOES
LS007412,34.483028,-119.757713,Modified,CALOES
LS007413,34.482819,-119.757217,Modified,CALOES
LS007414,34.482899,-119.757088,Modified,CALOES
LS007415,34.482708,-119.754395,Modified,CALOES
LS007416,34.483368,-119.751472,Unmodified,CALOES
LS007417,34.482189,-119.757423,Modified,CALOES
LS007418,34.481983,-119.757622,Modified,CALOES
LS007419,34.482479,-119.754166,-9999,CALOES
LS007420,34.481571,-119.759491,Modified,CALOES
LS007421,34.481361,-119.759544,Modified,CALOES
LS007422,34.482208,-119.761292,Unmodified,CALOES
LS007423,34.482273,-119.761185,Unmodified,CALOES
LS007424,34.482399,-119.761124,Modified,CALOES
LS007425,34.481647,-119.760925,Unmodified,CALOES
LS007426,34.482449,-119.760239,Unmodified,CALOES
LS007427,34.483246,-119.760246,Modified,CALOES
LS007428,34.482491,-119.761948,Modified,CALOES
LS007429,34.482422,-119.761887,Modified,CALOES
LS007430,34.482346,-119.761803,Modified,CALOES
LS007431,34.482292,-119.761673,Modified,CALOES
LS007432,34.490219,-119.755104,Unmodified,CALOES
LS007433,34.489185,-119.752853,Unmodified,CALOES
LS007434,34.484646,-119.754341,Modified,CALOES
LS007435,34.484360,-119.753731,Modified,CALOES
LS007436,34.484325,-119.753601,Modified,CALOES
LS007437,34.484295,-119.753479,Modified,CALOES
LS007438,34.484600,-119.755653,Unmodified,CALOES
LS007439,34.485046,-119.753494,Unmodified,CALOES
LS007440,34.482559,-119.756767,Modified,CALOES
LS007441,34.480770,-119.762047,Unmodified,CALOES
LS007442,34.480751,-119.761642,Unmodified,CALOES
LS007443,34.480804,-119.761574,Unmodified,CALOES
LS007444,34.480328,-119.760406,Unmodified,CALOES
LS007445,34.480667,-119.760818,Unmodified,CALOES
LS007446,34.480957,-119.760300,Unmodified,CALOES
LS007447,34.480381,-119.761948,Unmodified,CALOES
LS007448,34.480225,-119.762032,Unmodified,CALOES
LS007449,34.480114,-119.762047,Unmodified,CALOES
LS007450,34.480583,-119.761841,Unmodified,CALOES
LS007451,34.481270,-119.760872,Unmodified,CALOES
LS007452,34.481133,-119.759689,Modified,CALOES
LS007453,34.480476,-119.760117,Modified,CALOES
LS007454,34.480789,-119.759331,Modified,CALOES
LS007455,34.480949,-119.759270,Modified,CALOES
LS007456,34.481018,-119.758919,Modified,CALOES
LS007457,34.481045,-119.758850,Modified,CALOES
LS007458,34.481133,-119.758636,Modified,CALOES
LS007459,34.481182,-119.758575,Modified,CALOES
LS007460,34.481075,-119.758224,Modified,CALOES
LS007461,34.480938,-119.758293,Modified,CALOES
LS007462,34.480831,-119.758316,Modified,CALOES
LS007463,34.480713,-119.758430,Modified,CALOES
LS007464,34.480568,-119.758232,Modified,CALOES
LS007465,34.480709,-119.757805,Unmodified,CALOES
LS007466,34.480362,-119.758102,Modified,CALOES
LS007467,34.480175,-119.758270,Modified,CALOES
LS007468,34.480095,-119.758270,Modified,CALOES
LS007469,34.479927,-119.758347,Modified,CALOES
LS007470,34.479755,-119.758514,Modified,CALOES
LS007471,34.479877,-119.758675,-9999,CALOES
LS007472,34.480206,-119.759361,Unmodified,CALOES
LS007473,34.480278,-119.759300,Unmodified,CALOES
LS007474,34.480862,-119.757439,Unmodified,CALOES
LS007475,34.481232,-119.757484,Unmodified,CALOES
LS007476,34.480854,-119.756844,Modified,CALOES
LS007477,34.480930,-119.756409,Modified,CALOES
LS007478,34.481068,-119.756096,Modified,CALOES
LS007479,34.481155,-119.755936,Modified,CALOES
LS007480,34.481266,-119.755905,Modified,CALOES
LS007481,34.481327,-119.755898,Modified,CALOES
LS007482,34.480637,-119.756668,Modified,CALOES
LS007483,34.480705,-119.756630,Modified,CALOES
LS007484,34.480682,-119.756485,Modified,CALOES
LS007485,34.480610,-119.756355,Modified,CALOES
LS007486,34.480553,-119.756264,Modified,CALOES
LS007487,34.480457,-119.756248,Modified,CALOES
LS007488,34.480434,-119.756142,Modified,CALOES
LS007489,34.480564,-119.755844,Modified,CALOES
LS007490,34.480614,-119.755600,Modified,CALOES
LS007491,34.480621,-119.755249,Modified,CALOES
LS007492,34.480236,-119.755257,Unmodified,CALOES
LS007493,34.480236,-119.754921,Unmodified,CALOES
LS007494,34.479900,-119.754723,Modified,CALOES
LS007495,34.480068,-119.754608,Modified,CALOES
LS007496,34.479683,-119.754845,Modified,CALOES
LS007497,34.479580,-119.755035,Modified,CALOES
LS007498,34.479576,-119.755257,Modified,CALOES
LS007499,34.479431,-119.755234,Modified,CALOES
LS007500,34.479477,-119.754692,Modified,CALOES
LS007501,34.479309,-119.754753,Modified,CALOES
LS007502,34.479378,-119.754707,Modified,CALOES
LS007503,34.479248,-119.754875,Modified,CALOES
LS007504,34.479221,-119.755074,Modified,CALOES
LS007505,34.479176,-119.755219,Modified,CALOES
LS007506,34.478745,-119.754593,Unmodified,CALOES
LS007507,34.478645,-119.754242,Unmodified,CALOES
LS007508,34.480137,-119.756897,Unmodified,CALOES
LS007509,34.480049,-119.756920,Unmodified,CALOES
LS007510,34.479977,-119.756905,Unmodified,CALOES
LS007511,34.479805,-119.756844,Unmodified,CALOES
LS007512,34.479912,-119.756294,Unmodified,CALOES
LS007513,34.479767,-119.756294,Unmodified,CALOES
LS007514,34.479748,-119.757111,Unmodified,CALOES
LS007515,34.480019,-119.757256,Unmodified,CALOES
LS007516,34.480011,-119.757370,Unmodified,CALOES
LS007517,34.480160,-119.757439,Unmodified,CALOES
LS007518,34.479530,-119.758400,Modified,CALOES
LS007519,34.479546,-119.758240,Modified,CALOES
LS007520,34.479511,-119.758110,Modified,CALOES
LS007521,34.479481,-119.758034,Modified,CALOES
LS007522,34.479477,-119.757965,Modified,CALOES
LS007523,34.479481,-119.757759,Modified,CALOES
LS007524,34.479378,-119.757507,Modified,CALOES
LS007525,34.479332,-119.757332,Modified,CALOES
LS007526,34.478882,-119.756592,Modified,CALOES
LS007527,34.478771,-119.756714,Modified,CALOES
LS007528,34.478664,-119.756905,Modified,CALOES
LS007529,34.478386,-119.757309,Modified,CALOES
LS007530,34.479420,-119.757004,Modified,CALOES
LS007531,34.479404,-119.756836,Modified,CALOES
LS007532,34.479218,-119.755859,Unmodified,CALOES
LS007533,34.478237,-119.751884,Modified,CALOES
LS007534,34.478214,-119.752289,Modified,CALOES
