ID,Latitude,Longitude,HillslopeSetting,ImagerySource
LS002459,34.446156,-119.518555,Unmodified,CAP
LS002460,34.446049,-119.518791,Unmodified,CAP
LS002461,34.446087,-119.518646,Unmodified,CAP
LS002462,34.446041,-119.519653,Unmodified,CAP
LS002463,34.445999,-119.520493,Unmodified,CAP
LS002464,34.448151,-119.519249,Unmodified,CAP
LS002465,34.447735,-119.520905,Unmodified,CAP
LS002466,34.446156,-119.524826,Unmodified,CAP
LS002467,34.446236,-119.525871,Unmodified,CAP
LS002468,34.446293,-119.526558,Unmodified,CAP
LS002469,34.446518,-119.526665,Unmodified,CAP
LS002470,34.446396,-119.526970,Unmodified,CAP
LS002471,34.446369,-119.529030,Unmodified,CAP
LS002472,34.446686,-119.528633,Unmodified,CAP
LS002473,34.447346,-119.530548,Unmodified,CAP
LS002474,34.447121,-119.530891,Unmodified,CAP
LS002475,34.447006,-119.531593,Unmodified,CAP
LS002476,34.446888,-119.531364,Unmodified,CAP
LS002477,34.446739,-119.531372,Unmodified,CAP
LS002478,34.447159,-119.531967,Unmodified,CAP
LS002479,34.447342,-119.533134,Unmodified,CAP
LS002480,34.447746,-119.533073,Unmodified,CAP
LS002481,34.446983,-119.533661,Unmodified,CAP
LS002482,34.447731,-119.533943,Unmodified,CAP
LS002483,34.447788,-119.533997,Unmodified,CAP
LS002484,34.447868,-119.534225,-9999,CAP
LS002485,34.448025,-119.533875,Unmodified,CAP
LS002486,34.448303,-119.533829,Unmodified,CAP
LS002487,34.447643,-119.535011,Unmodified,CAP
LS002488,34.447052,-119.536331,Unmodified,CAP
LS002489,34.448326,-119.536507,Unmodified,CAP
LS002490,34.448227,-119.535728,Unmodified,CAP
LS002491,34.448280,-119.535904,Unmodified,CAP
LS002492,34.447891,-119.535530,Unmodified,CAP
LS002493,34.448093,-119.535561,Unmodified,CAP
LS002494,34.464851,-119.505379,Unmodified,CAP
LS002495,34.462540,-119.498283,Unmodified,CAP
LS002496,34.463459,-119.516640,Unmodified,CAP
LS002497,34.463840,-119.519478,Unmodified,CAP
LS002498,34.464649,-119.523033,Unmodified,CAP
LS002499,34.465145,-119.535187,Unmodified,CAP
LS002500,34.460011,-119.498772,Unmodified,CAP
LS002501,34.456570,-119.527435,Unmodified,CAP
LS002502,34.456379,-119.527092,Unmodified,CAP
LS002503,34.453835,-119.532425,Unmodified,CAP
LS002504,34.450745,-119.505424,Unmodified,CAP
LS002505,34.450298,-119.502289,Unmodified,CAP
LS002506,34.451195,-119.506172,Unmodified,CAP
LS002507,34.450710,-119.507767,Unmodified,CAP
LS002508,34.449753,-119.508133,Unmodified,CAP
LS002509,34.450596,-119.510582,Unmodified,CAP
LS002510,34.449673,-119.513176,Unmodified,CAP
LS002511,34.449116,-119.512352,Unmodified,CAP
LS002512,34.449078,-119.512733,Unmodified,CAP
LS002513,34.449062,-119.512947,Unmodified,CAP
LS002514,34.448769,-119.511093,Unmodified,CAP
LS002515,34.449169,-119.520561,Unmodified,CAP
LS002516,34.451050,-119.524933,Unmodified,CAP
LS002517,34.451149,-119.524643,Unmodified,CAP
LS002518,34.451225,-119.524162,Unmodified,CAP
LS002519,34.449932,-119.527489,Unmodified,CAP
LS002520,34.449654,-119.528633,Unmodified,CAP
LS002521,34.452179,-119.532974,Unmodified,CAP
LS002522,34.452148,-119.532654,Unmodified,CAP
LS002523,34.452377,-119.532578,Unmodified,CAP
LS002524,34.448742,-119.535370,Unmodified,CAP
LS002525,34.448784,-119.532585,Unmodified,CAP
LS002526,34.449242,-119.532578,Unmodified,CAP
LS002527,34.449081,-119.532532,Unmodified,CAP
LS002528,34.447941,-119.519020,Unmodified,CAP
LS002529,34.447968,-119.519218,Unmodified,CAP
LS002530,34.446976,-119.516586,Unmodified,CAP
LS002531,34.446358,-119.530441,Unmodified,CAP
LS002532,34.446434,-119.534996,Modified,CAP
LS002533,34.446381,-119.535217,Modified,CAP
LS002534,34.445625,-119.536369,Modified,CAP
LS002535,34.445496,-119.536186,Modified,CAP
LS002536,34.445465,-119.536049,Modified,CAP
LS002537,34.445568,-119.535950,Modified,CAP
LS002538,34.445290,-119.536621,Modified,CAP
LS002539,34.444954,-119.536682,Modified,CAP
LS002540,34.444744,-119.536674,Modified,CAP
LS002541,34.445705,-119.535454,Modified,CAP
LS002542,34.445656,-119.535339,Modified,CAP
LS002543,34.445877,-119.535477,Modified,CAP
LS002544,34.445663,-119.535820,Modified,CAP
LS002545,34.445732,-119.535698,Modified,CAP
LS002546,34.445454,-119.535133,-9999,CAP
LS002547,34.445374,-119.535126,-9999,CAP
LS002548,34.445358,-119.535049,-9999,CAP
LS002549,34.445385,-119.534973,-9999,CAP
LS002550,34.446030,-119.531265,Unmodified,CAP
LS002551,34.446133,-119.531349,Unmodified,CAP
LS002552,34.446251,-119.528503,Unmodified,CAP
LS002553,34.446171,-119.528236,Unmodified,CAP
LS002554,34.446159,-119.527817,Unmodified,CAP
LS002555,34.446003,-119.527832,Unmodified,CAP
LS002556,34.445301,-119.528526,Unmodified,CAP
LS002557,34.445415,-119.527489,Unmodified,CAP
LS002558,34.446003,-119.527367,Unmodified,CAP
LS002559,34.446056,-119.527283,Unmodified,CAP
LS002560,34.446056,-119.526962,Unmodified,CAP
LS002561,34.446148,-119.526932,Unmodified,CAP
LS002562,34.445728,-119.526619,Unmodified,CAP
LS002563,34.445782,-119.526497,Unmodified,CAP
LS002564,34.445705,-119.526070,Unmodified,CAP
LS002565,34.445511,-119.525650,Unmodified,CAP
LS002566,34.445377,-119.525467,Unmodified,CAP
LS002567,34.444897,-119.526466,Unmodified,CAP
LS002568,34.444565,-119.526871,Unmodified,CAP
LS002569,34.444645,-119.527397,Unmodified,CAP
LS002570,34.444500,-119.527496,Unmodified,CAP
LS002571,34.445927,-119.520027,Unmodified,CAP
LS002572,34.445866,-119.519913,Unmodified,CAP
LS002573,34.445995,-119.519844,Unmodified,CAP
LS002574,34.445946,-119.519585,Unmodified,CAP
LS002575,34.444855,-119.520004,Unmodified,CAP
LS002576,34.445240,-119.519661,Unmodified,CAP
LS002577,34.444382,-119.520576,Unmodified,CAP
LS002578,34.444370,-119.520424,Unmodified,CAP
LS002579,34.444443,-119.519920,Unmodified,CAP
LS002580,34.444450,-119.519730,Unmodified,CAP
LS002581,34.444427,-119.519768,Unmodified,CAP
LS002582,34.444450,-119.519638,Unmodified,CAP
LS002583,34.444450,-119.519562,Unmodified,CAP
LS002584,34.444656,-119.519539,Unmodified,CAP
LS002585,34.444622,-119.519440,Unmodified,CAP
LS002586,34.444695,-119.518898,Unmodified,CAP
LS002587,34.445026,-119.518990,Unmodified,CAP
LS002588,34.445217,-119.518990,Unmodified,CAP
LS002589,34.446064,-119.518944,Unmodified,CAP
LS002590,34.445763,-119.518974,Unmodified,CAP
LS002591,34.445789,-119.518906,Unmodified,CAP
LS002592,34.445599,-119.518593,Unmodified,CAP
LS002593,34.445389,-119.517990,Unmodified,CAP
LS002594,34.445896,-119.518074,Unmodified,CAP
LS002595,34.446133,-119.517906,Unmodified,CAP
LS002596,34.444714,-119.517624,Unmodified,CAP
LS002597,34.445789,-119.516335,Unmodified,CAP
LS002598,34.445679,-119.516273,Unmodified,CAP
LS002599,34.445347,-119.516251,Unmodified,CAP
LS002600,34.445679,-119.515808,Unmodified,CAP
LS002601,34.445713,-119.515915,Unmodified,CAP
LS002602,34.445766,-119.515572,Unmodified,CAP
LS002603,34.445499,-119.515739,Unmodified,CAP
LS002604,34.445457,-119.515297,Unmodified,CAP
LS002605,34.445263,-119.512939,Unmodified,CAP
LS002606,34.444653,-119.512611,Modified,CAP
LS002607,34.445866,-119.512642,Unmodified,CAP
LS002608,34.445889,-119.512421,Unmodified,CAP
LS002609,34.443939,-119.512764,-9999,CAP
LS002610,34.443855,-119.513336,-9999,CAP
LS002611,34.444202,-119.509857,Unmodified,CAP
LS002612,34.444092,-119.509743,Unmodified,CAP
LS002613,34.443745,-119.507820,Unmodified,CAP
LS002614,34.443714,-119.507370,Modified,CAP
LS002615,34.444420,-119.506409,-9999,CAP
LS002616,34.443939,-119.505730,Unmodified,CAP
LS002617,34.443420,-119.506523,Modified,CAP
LS002618,34.443268,-119.506485,Modified,CAP
LS002619,34.443134,-119.506447,Modified,CAP
LS002620,34.443077,-119.506409,Modified,CAP
LS002621,34.442966,-119.506348,Modified,CAP
LS002622,34.442856,-119.506256,Modified,CAP
LS002623,34.442570,-119.505791,Modified,CAP
LS002624,34.442627,-119.506050,Unmodified,CAP
LS002625,34.443375,-119.505379,Unmodified,CAP
LS002626,34.443481,-119.505257,Unmodified,CAP
LS002627,34.443783,-119.505188,Unmodified,CAP
LS002628,34.443455,-119.504936,Unmodified,CAP
LS002629,34.443615,-119.504776,Unmodified,CAP
LS002630,34.444035,-119.504379,Unmodified,CAP
LS002631,34.443924,-119.504173,Unmodified,CAP
LS002632,34.443607,-119.503944,Unmodified,CAP
LS002633,34.443508,-119.503929,Unmodified,CAP
LS002634,34.443363,-119.503906,Unmodified,CAP
LS002635,34.443283,-119.504784,Unmodified,CAP
LS002636,34.443409,-119.503738,Unmodified,CAP
LS002637,34.443428,-119.503540,Unmodified,CAP
LS002638,34.443226,-119.503487,Unmodified,CAP
LS002639,34.443268,-119.503845,Unmodified,CAP
LS002640,34.443710,-119.503647,Unmodified,CAP
LS002641,34.443832,-119.502937,Unmodified,CAP
LS002642,34.443726,-119.502907,Unmodified,CAP
LS002643,34.443649,-119.502808,Unmodified,CAP
LS002644,34.443401,-119.502754,Unmodified,CAP
LS002645,34.443314,-119.502647,Unmodified,CAP
LS002646,34.443043,-119.502487,Unmodified,CAP
LS002647,34.442776,-119.502388,Unmodified,CAP
LS002648,34.443974,-119.503204,Unmodified,CAP
LS002649,34.443497,-119.502220,Unmodified,CAP
LS002650,34.443619,-119.502281,Unmodified,CAP
LS002651,34.443619,-119.502144,Unmodified,CAP
LS002652,34.443737,-119.502106,Unmodified,CAP
LS002653,34.444038,-119.502159,Unmodified,CAP
LS002654,34.444057,-119.502068,Unmodified,CAP
LS002655,34.443901,-119.501137,Unmodified,CAP
LS002656,34.443077,-119.501534,Unmodified,CAP
LS002657,34.443115,-119.501389,Unmodified,CAP
LS002658,34.443127,-119.501076,Unmodified,CAP
LS002659,34.443043,-119.500961,Unmodified,CAP
LS002660,34.442978,-119.500748,Unmodified,CAP
LS002661,34.442539,-119.501022,Unmodified,CAP
LS002662,34.442909,-119.500221,Unmodified,CAP
LS002663,34.442554,-119.500145,Unmodified,CAP
LS002664,34.442963,-119.499886,Unmodified,CAP
LS002665,34.443062,-119.499710,Unmodified,CAP
LS002666,34.442989,-119.499588,Unmodified,CAP
LS002667,34.442928,-119.499512,Unmodified,CAP
LS002668,34.442097,-119.499245,Unmodified,CAP
LS002669,34.442059,-119.499626,Unmodified,CAP
LS002670,34.442104,-119.499710,Unmodified,CAP
LS002671,34.442158,-119.500008,Unmodified,CAP
LS002672,34.442242,-119.500298,Unmodified,CAP
LS002673,34.442230,-119.500954,Unmodified,CAP
LS002674,34.441807,-119.503059,Unmodified,CAP
LS002675,34.441555,-119.503059,Unmodified,CAP
LS002676,34.441654,-119.501602,Unmodified,CAP
LS002677,34.441692,-119.504875,Unmodified,CAP
LS002678,34.442188,-119.505905,Unmodified,CAP
LS002679,34.441628,-119.505951,Unmodified,CAP
LS002680,34.441319,-119.505302,Modified,CAP
LS002681,34.440987,-119.504913,Modified,CAP
LS002682,34.440891,-119.504669,Modified,CAP
LS002683,34.440868,-119.504616,Modified,CAP
LS002684,34.441769,-119.507217,Unmodified,CAP
LS002685,34.441463,-119.507065,Unmodified,CAP
LS002686,34.442348,-119.507935,Unmodified,CAP
LS002687,34.442509,-119.508095,Unmodified,CAP
LS002688,34.442577,-119.508148,Unmodified,CAP
LS002689,34.443119,-119.508148,Modified,CAP
LS002690,34.443233,-119.508171,Modified,CAP
LS002691,34.443249,-119.508476,Modified,CAP
LS002692,34.443390,-119.508957,Modified,CAP
LS002693,34.443336,-119.508896,Modified,CAP
LS002694,34.442707,-119.508774,Unmodified,CAP
LS002695,34.442673,-119.508972,Unmodified,CAP
LS002696,34.441608,-119.508286,Unmodified,CAP
LS002697,34.441887,-119.508141,Unmodified,CAP
LS002698,34.442902,-119.509995,Unmodified,CAP
LS002699,34.442833,-119.509857,Unmodified,CAP
LS002700,34.443523,-119.510590,Unmodified,CAP
LS002701,34.443314,-119.510460,Unmodified,CAP
LS002702,34.442112,-119.511139,-9999,CAP
LS002703,34.442276,-119.511230,Modified,CAP
LS002704,34.442257,-119.511421,Modified,CAP
LS002705,34.442635,-119.511505,Modified,CAP
LS002706,34.442699,-119.511635,Modified,CAP
LS002707,34.442913,-119.511726,Modified,CAP
LS002708,34.442795,-119.511765,-9999,CAP
LS002709,34.443310,-119.512093,Modified,CAP
LS002710,34.442978,-119.512123,Unmodified,CAP
LS002711,34.442688,-119.512413,Unmodified,CAP
LS002712,34.443272,-119.512367,Unmodified,CAP
LS002713,34.443356,-119.512329,-9999,CAP
LS002714,34.443459,-119.512306,Modified,CAP
LS002715,34.443542,-119.512367,Modified,CAP
LS002716,34.443626,-119.512245,Modified,CAP
LS002717,34.443634,-119.512497,Modified,CAP
LS002718,34.443623,-119.512802,Modified,CAP
LS002719,34.443474,-119.512978,Modified,CAP
LS002720,34.443405,-119.513054,Modified,CAP
LS002721,34.443417,-119.513222,Modified,CAP
LS002722,34.443531,-119.513504,Modified,CAP
LS002723,34.443539,-119.513702,Modified,CAP
LS002724,34.443478,-119.513870,Modified,CAP
LS002725,34.443016,-119.513535,Unmodified,CAP
LS002726,34.442783,-119.513649,Unmodified,CAP
LS002727,34.442558,-119.513466,Unmodified,CAP
LS002728,34.442265,-119.513565,Unmodified,CAP
LS002729,34.442272,-119.513489,Unmodified,CAP
LS002730,34.442352,-119.513397,Unmodified,CAP
LS002731,34.442394,-119.513168,Unmodified,CAP
LS002732,34.441681,-119.513176,Unmodified,CAP
LS002733,34.441807,-119.513046,Unmodified,CAP
LS002734,34.441917,-119.513092,Unmodified,CAP
LS002735,34.441833,-119.513550,Unmodified,CAP
LS002736,34.441975,-119.513878,Unmodified,CAP
LS002737,34.443188,-119.514175,Unmodified,CAP
LS002738,34.442871,-119.514153,Unmodified,CAP
LS002739,34.442760,-119.514244,Unmodified,CAP
LS002740,34.442043,-119.514069,Unmodified,CAP
LS002741,34.442062,-119.514160,Unmodified,CAP
LS002742,34.442238,-119.514107,Unmodified,CAP
LS002743,34.442379,-119.514214,Unmodified,CAP
LS002744,34.442307,-119.514404,Unmodified,CAP
LS002745,34.442310,-119.514503,Unmodified,CAP
LS002746,34.442440,-119.514572,Unmodified,CAP
LS002747,34.443230,-119.514877,Unmodified,CAP
LS002748,34.443275,-119.514755,Unmodified,CAP
LS002749,34.443245,-119.514961,Unmodified,CAP
LS002750,34.443504,-119.514923,Modified,CAP
LS002751,34.443512,-119.515213,Modified,CAP
LS002752,34.443504,-119.515388,Modified,CAP
LS002753,34.443428,-119.515602,Modified,CAP
LS002754,34.443478,-119.515686,Modified,CAP
LS002755,34.443302,-119.515793,Unmodified,CAP
LS002756,34.443249,-119.515892,Unmodified,CAP
LS002757,34.442444,-119.515602,Unmodified,CAP
LS002758,34.442478,-119.515366,Unmodified,CAP
LS002759,34.442722,-119.515121,Unmodified,CAP
LS002760,34.443760,-119.514435,Modified,CAP
LS002761,34.443752,-119.514572,Modified,CAP
LS002762,34.443794,-119.517166,Modified,CAP
LS002763,34.443787,-119.517250,Modified,CAP
LS002764,34.443821,-119.517471,Modified,CAP
LS002765,34.443817,-119.517662,Modified,CAP
LS002766,34.443718,-119.517967,Modified,CAP
LS002767,34.443607,-119.517998,Modified,CAP
LS002768,34.443451,-119.517731,-9999,CAP
LS002769,34.443218,-119.517563,Unmodified,CAP
LS002770,34.443359,-119.517540,Unmodified,CAP
LS002771,34.443417,-119.518585,Modified,CAP
LS002772,34.443489,-119.518440,Modified,CAP
LS002773,34.443569,-119.518280,Modified,CAP
LS002774,34.443390,-119.518837,Modified,CAP
LS002775,34.443218,-119.518974,Unmodified,CAP
LS002776,34.443146,-119.518867,Unmodified,CAP
LS002777,34.443172,-119.518753,Unmodified,CAP
LS002778,34.443092,-119.519028,Unmodified,CAP
LS002779,34.443291,-119.519089,-9999,CAP
LS002780,34.443447,-119.519264,Modified,CAP
LS002781,34.443432,-119.519150,Modified,CAP
LS002782,34.443302,-119.519539,Modified,CAP
LS002783,34.443138,-119.519806,Modified,CAP
LS002784,34.443180,-119.519585,-9999,CAP
LS002785,34.443245,-119.521538,Modified,CAP
LS002786,34.443321,-119.521492,Modified,CAP
LS002787,34.443409,-119.521385,Modified,CAP
LS002788,34.443481,-119.521324,Modified,CAP
LS002789,34.444077,-119.520905,Unmodified,CAP
LS002790,34.441593,-119.516411,Unmodified,CAP
LS002791,34.440102,-119.526642,Unmodified,CAP
LS002792,34.440170,-119.526482,Unmodified,CAP
LS002793,34.440105,-119.527519,Unmodified,CAP
LS002794,34.440273,-119.527641,Unmodified,CAP
LS002795,34.440639,-119.527443,Unmodified,CAP
LS002796,34.443771,-119.527847,Unmodified,CAP
LS002797,34.443455,-119.528229,Unmodified,CAP
LS002798,34.443115,-119.528587,Unmodified,CAP
LS002799,34.440865,-119.529007,-9999,CAP
LS002800,34.441975,-119.533592,Unmodified,CAP
LS002801,34.441742,-119.533974,Modified,CAP
LS002802,34.442509,-119.534294,Unmodified,CAP
LS002803,34.442211,-119.534172,Modified,CAP
LS002804,34.443020,-119.534546,Modified,CAP
LS002805,34.443050,-119.534737,Modified,CAP
LS002806,34.442806,-119.534363,Modified,CAP
LS002807,34.443329,-119.534981,Unmodified,CAP
LS002808,34.444366,-119.533203,Modified,CAP
LS002809,34.444569,-119.534920,Unmodified,CAP
LS002810,34.443615,-119.535408,Modified,CAP
LS002811,34.443127,-119.535866,Unmodified,CAP
LS002812,34.443089,-119.535789,Unmodified,CAP
LS002813,34.443668,-119.536102,Unmodified,CAP
LS002814,34.443626,-119.536461,Unmodified,CAP
LS002815,34.443707,-119.536621,Unmodified,CAP
LS002816,34.443768,-119.536766,Unmodified,CAP
LS002817,34.443371,-119.536736,Unmodified,CAP
LS002818,34.441196,-119.537025,Unmodified,CAP
LS002819,34.441154,-119.536705,Unmodified,CAP
LS002820,34.441189,-119.536285,Unmodified,CAP
LS002821,34.441322,-119.535919,Unmodified,CAP
LS002822,34.441353,-119.535774,Unmodified,CAP
LS002823,34.437901,-119.534775,Unmodified,CAP
LS002824,34.438576,-119.535568,Unmodified,CAP
LS002825,34.438545,-119.536293,Modified,CAP
LS002826,34.436512,-119.533669,Unmodified,CAP
LS002827,34.436954,-119.533966,Unmodified,CAP
LS002828,34.436974,-119.534248,Unmodified,CAP
LS002829,34.436298,-119.526085,Modified,CAP
LS002830,34.441380,-119.521896,Modified,CAP
LS002831,34.441322,-119.521271,Unmodified,CAP
LS002832,34.439537,-119.521675,Unmodified,CAP
LS002833,34.439243,-119.521461,Unmodified,CAP
LS002834,34.438999,-119.521080,Unmodified,CAP
LS002835,34.438908,-119.521088,Unmodified,CAP
LS002836,34.438801,-119.520973,Unmodified,CAP
LS002837,34.438778,-119.520912,Unmodified,CAP
LS002838,34.438698,-119.520744,Unmodified,CAP
LS002839,34.439758,-119.520203,Unmodified,CAP
LS002840,34.439781,-119.516754,Unmodified,CAP
LS002841,34.438511,-119.517403,Unmodified,CALOES
LS002842,34.437859,-119.511879,Unmodified,CAP
LS002843,34.437904,-119.511971,Unmodified,CAP
LS002844,34.440620,-119.505157,Unmodified,CAP
LS002845,34.440559,-119.505310,Unmodified,CAP
LS002846,34.440575,-119.505836,Unmodified,CAP
LS002847,34.436050,-119.504120,Unmodified,CAP
LS002848,34.436367,-119.503517,Modified,CAP
LS002849,34.436222,-119.503342,Modified,CAP
LS002850,34.435883,-119.502144,Unmodified,CAP
LS002851,34.435429,-119.502312,Modified,CAP
LS002852,34.435616,-119.502357,Modified,CAP
LS002853,34.435291,-119.502060,Modified,CAP
LS002854,34.435268,-119.501961,Modified,CAP
LS002855,34.434425,-119.501167,Modified,CAP
LS002856,34.434216,-119.502563,Unmodified,CAP
LS002857,34.436028,-119.503807,Unmodified,CAP
LS002858,34.436310,-119.504166,Unmodified,CAP
LS002859,34.433537,-119.502029,Unmodified,CAP
LS002860,34.432735,-119.500786,Unmodified,CAP
LS002861,34.433266,-119.502617,Unmodified,CAP
LS002862,34.433655,-119.502937,Unmodified,CAP
LS002863,34.434978,-119.505989,Unmodified,CAP
LS002864,34.434483,-119.505539,Modified,CAP
LS002865,34.434521,-119.505020,Modified,CAP
LS002866,34.434586,-119.504631,Modified,CAP
LS002867,34.432629,-119.500053,Unmodified,CAP
LS002868,34.437672,-119.520363,Unmodified,CAP
LS002869,34.437191,-119.521172,Unmodified,CAP
LS002870,34.437199,-119.521011,Unmodified,CAP
LS002871,34.437103,-119.520882,Unmodified,CAP
LS002872,34.437279,-119.520546,Unmodified,CAP
LS002873,34.437160,-119.520737,Unmodified,CAP
LS002874,34.437160,-119.520393,Unmodified,CAP
LS002875,34.437328,-119.520264,Unmodified,CAP
LS002876,34.437431,-119.520081,Unmodified,CAP
LS002877,34.437458,-119.519814,Unmodified,CAP
LS002878,34.437405,-119.519737,Unmodified,CAP
LS002879,34.437145,-119.519485,Unmodified,CAP
LS002880,34.437099,-119.519333,Unmodified,CAP
LS002881,34.436920,-119.519196,Unmodified,CAP
LS002882,34.436905,-119.519661,Unmodified,CAP
LS002883,34.436695,-119.519814,Unmodified,CAP
LS002884,34.436768,-119.519989,Unmodified,CAP
LS002885,34.436874,-119.518997,Unmodified,CAP
LS002886,34.436890,-119.518875,Unmodified,CAP
LS002887,34.436817,-119.518791,Unmodified,CAP
LS002888,34.436867,-119.518410,Unmodified,CAP
LS002889,34.436634,-119.518143,Unmodified,CAP
LS002890,34.436352,-119.518486,Unmodified,CAP
LS002891,34.436237,-119.518311,Unmodified,CAP
LS002892,34.436241,-119.517029,Unmodified,CAP
LS002893,34.435822,-119.517677,Unmodified,CAP
LS002894,34.435810,-119.517906,Unmodified,CAP
LS002895,34.435799,-119.518127,Unmodified,CAP
LS002896,34.435833,-119.518295,Unmodified,CAP
LS002897,34.435833,-119.519066,Unmodified,CAP
LS002898,34.435581,-119.517654,Unmodified,CAP
LS002899,34.435616,-119.517799,Unmodified,CAP
LS002900,34.435619,-119.517952,Unmodified,CAP
LS002901,34.435616,-119.518089,Unmodified,CAP
LS002902,34.435551,-119.518532,Unmodified,CAP
LS002903,34.435043,-119.517899,Unmodified,CAP
LS002904,34.436836,-119.520493,Unmodified,CAP
LS002905,34.437462,-119.521652,Unmodified,CAP
LS002906,34.437313,-119.522118,Unmodified,CAP
LS002907,34.437527,-119.522736,Unmodified,CAP
LS002908,34.437538,-119.522820,Unmodified,CAP
LS002909,34.436882,-119.521484,Unmodified,CAP
LS002910,34.437313,-119.520775,Unmodified,CAP
LS002911,34.436523,-119.520432,Unmodified,CAP
LS002912,34.436600,-119.519295,Unmodified,CAP
LS002913,34.436573,-119.518524,Unmodified,CAP
LS002914,34.437538,-119.522469,Unmodified,CAP
LS002915,34.437138,-119.523804,Unmodified,CAP
LS002916,34.437626,-119.525063,Unmodified,CAP
LS002917,34.437500,-119.524963,Unmodified,CAP
LS002918,34.437439,-119.524857,Unmodified,CAP
LS002919,34.437393,-119.524742,Unmodified,CAP
LS002920,34.437222,-119.524193,Unmodified,CAP
LS002921,34.437439,-119.524414,Unmodified,CAP
LS002922,34.437386,-119.524513,Unmodified,CAP
LS002923,34.437061,-119.524040,Unmodified,CAP
LS002924,34.439217,-119.527527,Unmodified,CAP
LS002925,34.439144,-119.527672,Unmodified,CAP
LS002926,34.439590,-119.527786,Unmodified,CAP
LS002927,34.439362,-119.528259,Unmodified,CAP
LS002928,34.439419,-119.528954,Modified,CAP
LS002929,34.439297,-119.528954,Modified,CAP
LS002930,34.439186,-119.528969,Modified,CAP
LS002931,34.438507,-119.528481,Modified,CAP
LS002932,34.439087,-119.528618,Modified,CAP
LS002933,34.439240,-119.528404,Unmodified,CAP
LS002934,34.439495,-119.529999,Unmodified,CAP
LS002935,34.439404,-119.530365,Unmodified,CAP
LS002936,34.439217,-119.530960,Unmodified,CAP
LS002937,34.439041,-119.531914,Modified,CAP
LS002938,34.439430,-119.531326,Modified,CAP
LS002939,34.439423,-119.537056,Modified,CAP
LS002940,34.438583,-119.535713,Unmodified,CAP
LS002941,34.434898,-119.517967,Unmodified,CAP
LS002942,34.434795,-119.517822,Unmodified,CAP
LS002943,34.434628,-119.517433,Unmodified,CAP
LS002944,34.434807,-119.516960,Unmodified,CAP
LS002945,34.434628,-119.518723,Unmodified,CAP
LS002946,34.434345,-119.517075,Modified,CAP
LS002947,34.433685,-119.515572,Modified,CAP
LS002948,34.435490,-119.514008,Unmodified,CAP
LS002949,34.435547,-119.514267,Unmodified,CAP
LS002950,34.431015,-119.503548,Modified,CAP
LS002951,34.430470,-119.504982,Unmodified,CAP
LS002952,34.430511,-119.505264,Unmodified,CAP
LS002953,34.430458,-119.505447,Unmodified,CAP
LS002954,34.430782,-119.505119,Unmodified,CAP
LS002955,34.431061,-119.505630,Unmodified,CAP
LS002956,34.430119,-119.505424,Unmodified,CAP
LS002957,34.430149,-119.505325,Unmodified,CAP
LS002958,34.429832,-119.505722,Unmodified,CAP
LS002959,34.431320,-119.515694,Modified,CAP
LS002960,34.431358,-119.515564,Modified,CAP
LS002961,34.430447,-119.516037,Modified,CAP
LS002962,34.433029,-119.517815,Unmodified,CAP
LS002963,34.433083,-119.517990,Unmodified,CAP
LS002964,34.433067,-119.518456,Unmodified,CAP
LS002965,34.432991,-119.519188,Unmodified,CAP
LS002966,34.432625,-119.519020,Unmodified,CAP
LS002967,34.432629,-119.518875,Unmodified,CAP
LS002968,34.433105,-119.518913,Unmodified,CAP
LS002969,34.433136,-119.518829,Unmodified,CAP
LS002970,34.432465,-119.518539,Unmodified,CAP
LS002971,34.432381,-119.518539,Unmodified,CAP
LS002972,34.432407,-119.518364,Unmodified,CAP
LS002973,34.432491,-119.518204,Unmodified,CAP
LS002974,34.432472,-119.517891,Unmodified,CAP
LS002975,34.432686,-119.517769,Unmodified,CAP
LS002976,34.432682,-119.518150,Unmodified,CAP
LS002977,34.432732,-119.518204,Unmodified,CAP
LS002978,34.432133,-119.518883,Unmodified,CAP
LS002979,34.432281,-119.519348,Unmodified,CAP
LS002980,34.432762,-119.519447,Unmodified,CAP
LS002981,34.432655,-119.519630,Unmodified,CAP
LS002982,34.432537,-119.519157,Unmodified,CAP
LS002983,34.432457,-119.519005,Unmodified,CAP
LS002984,34.432117,-119.517654,Unmodified,CAP
LS002985,34.431744,-119.517220,Unmodified,CAP
LS002986,34.431965,-119.518440,Unmodified,CAP
LS002987,34.431980,-119.518959,Unmodified,CAP
LS002988,34.432259,-119.521111,Unmodified,CAP
LS002989,34.431904,-119.521187,Unmodified,CAP
LS002990,34.431664,-119.520973,Unmodified,CAP
LS002991,34.431728,-119.521507,Unmodified,CAP
LS002992,34.431828,-119.521667,Unmodified,CAP
LS002993,34.432026,-119.520882,Unmodified,CAP
LS002994,34.431572,-119.520447,Unmodified,CAP
LS002995,34.432220,-119.520004,Unmodified,CAP
LS002996,34.432426,-119.521660,Unmodified,CAP
LS002997,34.431599,-119.521408,Unmodified,CAP
LS002998,34.431587,-119.521545,Unmodified,CAP
LS002999,34.431404,-119.521561,Unmodified,CAP
LS003000,34.431683,-119.521278,Unmodified,CAP
LS003001,34.432053,-119.522781,Unmodified,CAP
LS003002,34.432686,-119.523705,Unmodified,CAP
LS003003,34.432659,-119.523918,Unmodified,CAP
LS003004,34.434349,-119.528595,Unmodified,CAP
