slope,curvature,twi,lithology,landcover,fault_distance,rainfall,fire_history,label,x,y
0.07363979518413544,0.5270336866378784,0.15954318642616272,0.75,0.0,0.0,0.19100113213062286,0.0,0,174684.66786710563,3851619.440862704
0.2114546000957489,0.5242932438850403,0.13197144865989685,0.75,0.5,0.25,0.22148308157920837,0.0,0,168884.46723637672,3865679.9272192637
0.011700027622282505,0.5279657244682312,0.20614942908287048,0.75,0.5,0.0,0.19661881029605865,0.0,0,181284.89617103853,3842579.1281554988
0.324575275182724,0.5274616479873657,0.11977189779281616,0.75,0.5,0.0,0.14771531522274017,0.0,0,213916.0248918462,3765586.46495553
0.0,0.5280503630638123,0.2767602205276489,0.5,0.5,0.75,0.3225908577442169,0.0,0,260567.63858555377,3811468.0520137786
0.0,0.5280503630638123,0.2767649292945862,0.5,0.5,0.0,0.16577385365962982,0.0,0,244437.08062457838,3760596.29234392
0.4879208505153656,0.5250318646430969,0.10458212345838547,0.25,0.5,0.0,0.23199674487113953,0.0,0,262377.70119617786,3766516.49712563
0.4857207238674164,0.5316211581230164,0.10330285131931305,0.75,0.0,0.75,0.4956485629081726,0.0,0,215346.07435769835,3826558.573999589
0.15328693389892578,0.5279581546783447,0.13912087678909302,0.75,0.5,0.0,0.2591155469417572,0.0,0,201165.58385015765,3840489.0558592533
0.025600260123610497,0.5270875692367554,0.18512263894081116,0.75,0.5,0.5,0.21900087594985962,0.0,0,195305.38114393843,3864629.890898184
0.11238335818052292,0.5343891978263855,0.14810779690742493,0.75,0.5,0.75,0.3912282884120941,0.0,0,251047.30927442634,3815548.193147119
0.007187828421592712,0.5281445384025574,0.21616899967193604,0.75,0.5,1.0,0.34548187255859375,0.0,0,223166.34486326732,3835338.8777130027
0.24337579309940338,0.5230116248130798,0.1121460497379303,0.75,0.5,0.0,0.170018270611763,0.0,0,255477.4625147934,3858159.6670911466
0.03808875381946564,0.5282135009765625,0.17594973742961884,0.75,0.5,0.25,0.21766817569732666,0.0,0,178234.79066694833,3862709.824482494
0.0,0.5280503630638123,0.27675294876098633,0.5,0.5,0.0,0.2072755992412567,0.0,0,178994.8169564921,3822278.4259479474
0.39176145195961,0.5315390825271606,0.10033941268920898,0.75,0.5,0.0,0.5714954733848572,0.0,0,234056.72156475662,3844719.2021813192
0.08903975039720535,0.5289310812950134,0.15353544056415558,0.75,0.5,0.25,0.23951131105422974,0.0,0,201685.60183774025,3850259.393818257
0.22288846969604492,0.5306547284126282,0.12601670622825623,0.75,0.5,0.5,0.48663362860679626,1.0,0,274138.10799227643,3813198.111857082
0.1577431559562683,0.5312415957450867,0.1381465494632721,0.75,0.5,0.75,0.250047892332077,0.0,0,172944.60767788696,3868690.031339694
0.3416401147842407,0.5224401950836182,0.11777766793966293,0.75,0.5,0.5,0.27734294533729553,0.0,0,207965.81907239155,3841889.1042873603
0.36553290486335754,0.527899444103241,0.10817568749189377,0.75,0.5,0.0,0.5491138696670532,0.25,0,235646.77656524954,3821128.3861677167
